date_observed,store,item_name,normalized_name,brand,category,price,size,unit,normalized_price_per_unit,normalized_unit,source,notes
2026-05-14,tradition-joliette,CASSONADE DORÉE OU FONCÉE LANTIC,CASSONADE DORÉE OU FONCÉE LANTIC,LANTIC,,2.99,,,2.99,unknown,flipp,
2026-05-14,tradition-joliette,SERVIETTES DE TABLE COMPLIMENTS,SERVIETTES DE TABLE COMPLIMENTS,Compliments,,4.99,,,4.99,unknown,flipp,
2026-05-14,tradition-joliette,SUBSTITUT DE REPAS ENSURE (6 x 235 OU 4 x 330 mL) OU GLUCERNA (6 x mL),SUBSTITUT DE REPAS ENSURE (6 x 235 OU 4 x 330 mL) OU GLUCERNA (6 x mL),ENSURE | GLUCERNA,,15.99,,,15.99,unknown,flipp,
2026-05-14,tradition-joliette,ARACHIDES GRILLÉES COMPLIMENTS (600 ou 700 g) OU MÉLANGE DE FRUITS ET NOIX COMPLIMENTS (400 g),ARACHIDES GRILLÉES COMPLIMENTS (600 ou 700 g) OU MÉLANGE DE FRUITS ET NOIX COMPLIMENTS (400 g),Compliments,,4.99,,,4.99,unknown,flipp,
2026-05-14,tradition-joliette,THON PÂLE OU THON PÂLE AROMATISÉ COMPLIMENTS,THON PÂLE OU THON PÂLE AROMATISÉ COMPLIMENTS,Compliments,,1.79,,,1.79,unknown,flipp,
2026-05-14,tradition-joliette,"DESSERT GLACÉ NESTLÉ PARLOUR (1,5 L) OU FRIANDISES GLACÉES* NESTLÉ PARLOUR","DESSERT GLACÉ NESTLÉ PARLOUR (1,5 L) OU FRIANDISES GLACÉES* NESTLÉ PARLOUR",Nestle,,5.99,,,5.99,unknown,flipp,
2026-05-14,tradition-joliette,CÉRÉALES POST,CÉRÉALES POST,Post,,3.99,,,3.99,unknown,flipp,
2026-05-14,tradition-joliette,BARRES COMPLIMENTS,BARRES COMPLIMENTS,Compliments,,16.79,,,16.79,unknown,flipp,
2026-05-14,tradition-joliette,THÉ EN SACHETS KING COLE Orange pekoe,THÉ EN SACHETS KING COLE Orange pekoe,King Cole,,9.99,,,9.99,unknown,flipp,
2026-05-14,maxi-joliette,BOULE DE MOZZARELLA TRE STELLE,BOULE DE MOZZARELLA TRE STELLE,Tre Stelle,,7,,,7,unknown,flipp,
2026-05-14,maxi-joliette,"TACOS, TORTILLAS, SAUCE, RIZ OU HARICOTS OLD EL PASO, 94-334 G/243-398 ML","TACOS, TORTILLAS, SAUCE, RIZ OU HARICOTS OLD EL PASO, 94-334 G/243-398 ML",Old El Paso,,3.99,,,3.99,unknown,flipp,
2026-05-14,maxi-joliette,"TOMATES RAISINS DÉLICES DU MARCHÉ, 283 g",raisins,Délices du MarchéMC,,2.99,,,2.99,unknown,flipp,
2026-05-14,maxi-joliette,AILES DE POULET SÉPARÉES SIMPLEMENT BONMDMD,AILES DE POULET SÉPARÉES SIMPLEMENT BONMDMD,,,6.99,,,6.99,unknown,flipp,
2026-05-14,maxi-joliette,BIFTECK DE HAUT DE SURLONGE FAMILLE FONTAINE BŒUF DE CHOIX CATÉGORIE AAA,BIFTECK DE HAUT DE SURLONGE FAMILLE FONTAINE BŒUF DE CHOIX CATÉGORIE AAA,,,9.99,,,9.99,unknown,flipp,
2026-05-14,maxi-joliette,"SAUCISSES DALISA, 375/450 G","SAUCISSES DALISA, 375/450 G",DALISA,,6.99,,,6.99,unknown,flipp,
2026-05-14,maxi-joliette,BAGELS GADOUA,BAGELS GADOUA,,,3.5,,,3.5,unknown,flipp,
2026-05-14,maxi-joliette,"BOUCHÉES, BARRES, BISCUITS, MINIS, CARRÉS CROUSTILLANTS OU CARRÉS CROQUANTS MADEGOOD, 120-150 G","BOUCHÉES, BARRES, BISCUITS, MINIS, CARRÉS CROUSTILLANTS OU CARRÉS CROQUANTS MADEGOOD, 120-150 G",Made Good,,3.99,,,3.99,unknown,flipp,
2026-05-14,maxi-joliette,RÔTI DE BAS DE PALETTE DE BŒUF DÉSOSSÉ,RÔTI DE BAS DE PALETTE DE BŒUF DÉSOSSÉ,,,14.99,,,14.99,unknown,flipp,
2026-05-14,maxi-joliette,"COUCHES EMBALLAGE ÉCONO HUGGIES, 60-208 U","COUCHES EMBALLAGE ÉCONO HUGGIES, 60-208 U",Huggies,,34.99,,,34.99,unknown,flipp,
2026-05-14,maxi-joliette,ÉCONO 360 HUGE SWADDLERS OU CRUISER PAMPERS,ÉCONO 360 HUGE SWADDLERS OU CRUISER PAMPERS,,,34.99,,,34.99,unknown,flipp,
2026-05-14,maxi-joliette,"COLLATIONS AUX FRUITS À PRESSER PC®, 4x90 g","COLLATIONS AUX FRUITS À PRESSER PC®, 4x90 g",,,2,,,2,unknown,flipp,
2026-05-14,maxi-joliette,"DESSERT GLACÉ CLASSIQUE BREYERS, 1,41 L","DESSERT GLACÉ CLASSIQUE BREYERS, 1,41 L",Breyers,,3.5,,,3.5,unknown,flipp,
2026-05-14,maxi-joliette,"CRÈME GLACÉE BEN & JERRY'S, 473 ML","CRÈME GLACÉE BEN & JERRY'S, 473 ML",Ben & Jerry's,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,BARRES SKYR PC OU AU SMOOTHIE MENU BLEU,BARRES SKYR PC OU AU SMOOTHIE MENU BLEU,PC | MENU BLEU,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,CERISES ROUGES,CERISES ROUGES,,,3.99,,,3.99,unknown,flipp,
2026-05-14,maxi-joliette,"LIMONADE PC, 1,89 L","LIMONADE PC, 1,89 L",PC,,3,,,3,unknown,flipp,
2026-05-14,maxi-joliette,"MANDARINES, sac de 1,5 lb","MANDARINES, sac de 1,5 lb",,,2.99,,,2.99,unknown,flipp,
2026-05-14,maxi-joliette,"SAUCISSES FUMÉES LAFLEUR, 450 G","SAUCISSES FUMÉES LAFLEUR, 450 G",Lafleur,,1.99,,,1.99,unknown,flipp,
2026-05-14,maxi-joliette,BŒUF HACHÉ MI-MAIGRE,BŒUF HACHÉ MI-MAIGRE,,,4.99,,,4.99,unknown,flipp,
2026-05-14,maxi-joliette,"BOISSONS GAZEUSES PEPSI, 24x355 mL","BOISSONS GAZEUSES PEPSI, 24x355 mL",Pepsi,,12.99,,,12.99,unknown,flipp,
2026-05-14,maxi-joliette,"CÉRÉALES ALL-BRAN, RAISIN BRAN, VECTOR, SPECIAL K OU MINI-WHEATS KELLOGG'S, 306-525 G","CÉRÉALES ALL-BRAN, RAISIN BRAN, VECTOR, SPECIAL K OU MINI-WHEATS KELLOGG'S, 306-525 G",Kellogg's,,4,,,4,unknown,flipp,
2026-05-14,maxi-joliette,MÉLANGE À SOUPE LIPTON OU KNORR,MÉLANGE À SOUPE LIPTON OU KNORR,Lipton | Knorr,,2.99,,,2.99,unknown,flipp,
2026-05-14,maxi-joliette,"POIVRONS DOUX ROUGES, JAUNES OU ORANGE","POIVRONS DOUX ROUGES, JAUNES OU ORANGE",,,2.44,,,2.44,unknown,flipp,
2026-05-14,maxi-joliette,FILET DE POITRINE DE POULET,poitrine de poulet,,,6.99,,,6.99,unknown,flipp,
2026-05-14,maxi-joliette,"DRUMSTICK OU FRIANDISES GLACÉES 4-10 UN. OU DESSERT GLACÉ 1,5 L NESTLÉ","DRUMSTICK OU FRIANDISES GLACÉES 4-10 UN. OU DESSERT GLACÉ 1,5 L NESTLÉ",Nestle,,4.99,,,4.99,unknown,flipp,
2026-05-14,maxi-joliette,MAÏS SUCRÉ DEUX COULEURS,MAÏS SUCRÉ DEUX COULEURS,,,0.5,,,0.5,unknown,flipp,
2026-05-14,maxi-joliette,"CULOTTES D'ENTRAÎNEMENT EASY-UPS PAMPERS OU NINJAMAS, 34-74 un.","CULOTTES D'ENTRAÎNEMENT EASY-UPS PAMPERS OU NINJAMAS, 34-74 un.",Pampers,,26.99,,,26.99,unknown,flipp,
2026-05-14,maxi-joliette,MAYONNAISE MAG,MAYONNAISE MAG,MAG,,4.99,,,4.99,unknown,flipp,
2026-05-14,maxi-joliette,"JUS D'ORANGE OU BOISSONS TROPICANA, 1,36/1,75 L",jus d orange,Tropicana,,3.48,,,3.48,unknown,flipp,
2026-05-14,maxi-joliette,"MELON D'EAU ENTIER SANS PÉPINS, 9 LB","MELON D'EAU ENTIER SANS PÉPINS, 9 LB",,,3.77,,,3.77,unknown,flipp,
2026-05-14,maxi-joliette,MINI MUFFINS PC,MINI MUFFINS PC,PC,,4,,,4,unknown,flipp,
2026-05-14,maxi-joliette,NOURRITURE POUR CHATS ONE PURINA,NOURRITURE POUR CHATS ONE PURINA,Purina,,14,,,14,unknown,flipp,
2026-05-14,maxi-joliette,"BARRES LÄRABAR, 5 un.","BARRES LÄRABAR, 5 un.",Lärabar,,6.5,,,6.5,unknown,flipp,
2026-05-14,maxi-joliette,COLORANT À CAFÉ À L'AVOINE EARTH'S OWN,cafe,,,6.5,,,6.5,unknown,flipp,
2026-05-14,maxi-joliette,"CONFISERIE JAPONAISE GLACÉE AU MOCHI LOTTE YUKIMI, 270 ML","CONFISERIE JAPONAISE GLACÉE AU MOCHI LOTTE YUKIMI, 270 ML",YUKIMI,,4.49,,,4.49,unknown,flipp,
2026-05-14,maxi-joliette,"CROUSTILLES SAVEURS DU MONDE PC, 200 G","CROUSTILLES SAVEURS DU MONDE PC, 200 G",PC,,2,,,2,unknown,flipp,
2026-05-14,maxi-joliette,KIT DE SALADE HACHÉ,KIT DE SALADE HACHÉ,,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,"CONFITURE BONNE MAMAN, 250 ML","CONFITURE BONNE MAMAN, 250 ML",Bonne Maman,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,BIÈRE BUSCH OU PABST BLUE RIBBON,BIÈRE BUSCH OU PABST BLUE RIBBON,BUSCH | PABST,,19.99,,,19.99,unknown,flipp,
2026-05-14,maxi-joliette,"CREVETTES CRUES OU CUITES, DÉCORTIQUÉES SEAQUEST® 36/55 PAR LB OU CHAIR DE CREVETTES D'ARGENTINE SAUVAGES MARINA DEL REY, 300 G","CREVETTES CRUES OU CUITES, DÉCORTIQUÉES SEAQUEST® 36/55 PAR LB OU CHAIR DE CREVETTES D'ARGENTINE SAUVAGES MARINA DEL REY, 300 G",SEAQUEST® | MARINA DEL REY,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,"BOISSON DE MALT ALCOOLISÉE POPPERS, PEPITO SANGRIA, OU PALM BAY, 12/15x355 mL","BOISSON DE MALT ALCOOLISÉE POPPERS, PEPITO SANGRIA, OU PALM BAY, 12/15x355 mL",PEPITO SANGRIA | PALM BAY,,23.99,,,23.99,unknown,flipp,
2026-05-14,maxi-joliette,"PICHET POUR RÉFRIGÉRATEUR EVERYDAY ESSENTIALS, 1 UN.","PICHET POUR RÉFRIGÉRATEUR EVERYDAY ESSENTIALS, 1 UN.",Everyday Essentials™,,4,,,4,unknown,flipp,
2026-05-14,maxi-joliette,"NOIX DE CAJOU PLANTERS, 200 G","NOIX DE CAJOU PLANTERS, 200 G",Planters,,4,,,4,unknown,flipp,
2026-05-14,maxi-joliette,CREVETTES AU CHILI CROUSTILLANT OU À L'AIL ET AUX FINES HERBES LA ROUE À GRILLER PC,CREVETTES AU CHILI CROUSTILLANT OU À L'AIL ET AUX FINES HERBES LA ROUE À GRILLER PC,PC,,13,,,13,unknown,flipp,
2026-05-14,maxi-joliette,SOUS-MARINS POLOBIC,SOUS-MARINS POLOBIC,POL-O-BIC,,10,,,10,unknown,flipp,
2026-05-14,maxi-joliette,"BIÈRE HEINEKEN, HEINEKEN SILVER, SOL, OUR BLUE MOON","BIÈRE HEINEKEN, HEINEKEN SILVER, SOL, OUR BLUE MOON",,,30.66,,,30.66,unknown,flipp,
2026-05-14,maxi-joliette,CÉRÉALES POUR BÉBÉS CERELAC NESTLÉ,CÉRÉALES POUR BÉBÉS CERELAC NESTLÉ,Nestle,,8.99,,,8.99,unknown,flipp,
2026-05-14,maxi-joliette,"BIÈRE MICHELOB ULTRA CANETTES, 24X355 ML","BIÈRE MICHELOB ULTRA CANETTES, 24X355 ML",Michelob Ultra,,38,,,38,unknown,flipp,
2026-05-14,maxi-joliette,"EAU PÉTILLANTE AROMATISÉE PC, 12X355 ML","EAU PÉTILLANTE AROMATISÉE PC, 12X355 ML",PC,,5.75,,,5.75,unknown,flipp,
2026-05-14,maxi-joliette,LINGETTES POUR BÉBÉS 16X HUGGIES TOUS LES FORMATS ET VARIÉTÉS*.,LINGETTES POUR BÉBÉS 16X HUGGIES TOUS LES FORMATS ET VARIÉTÉS*.,,,23.99,,,23.99,unknown,flipp,
2026-05-14,maxi-joliette,CUISSES DE POULET,CUISSES DE POULET,,,2.5,,,2.5,unknown,flipp,
2026-05-14,maxi-joliette,BURGERS DE CREVETTES PC,BURGERS DE CREVETTES PC,,,12,,,12,unknown,flipp,
2026-05-14,maxi-joliette,"CHAIR À SAUCISSE DE STYLE ITALIENNE MARCANGELO, 450 G","CHAIR À SAUCISSE DE STYLE ITALIENNE MARCANGELO, 450 G",Marcangelo,,5.99,,,5.99,unknown,flipp,
2026-05-14,maxi-joliette,CÔTES DE DOS DE PORC OLYMEL,CÔTES DE DOS DE PORC OLYMEL,,,5.99,,,5.99,unknown,flipp,
2026-05-14,maxi-joliette,"CRÈME GLACÉE SUPER PREMIUM PLUS CHAPMAN'S, 500 ML","CRÈME GLACÉE SUPER PREMIUM PLUS CHAPMAN'S, 500 ML",Chapman's,,2.99,,,2.99,unknown,flipp,
2026-05-14,maxi-joliette,"BIÈRE ARCHIBALD, 12X355 ML","BIÈRE ARCHIBALD, 12X355 ML",,,22,,,22,unknown,flipp,
2026-05-14,maxi-joliette,RECHARGE DE POUDRE NEUROPRO OU GENTLEASE ENFAMIL A+,RECHARGE DE POUDRE NEUROPRO OU GENTLEASE ENFAMIL A+,,,65.49,,,65.49,unknown,flipp,
2026-05-14,maxi-joliette,"MUFFINS AUX BRISURES DE CHOCOLAT OU AU DOUBLE CHOCOLAT LE DÉCADENT PC │ CHOCOLATE CHIP MUFFINS, 4 UN.","MUFFINS AUX BRISURES DE CHOCOLAT OU AU DOUBLE CHOCOLAT LE DÉCADENT PC │ CHOCOLATE CHIP MUFFINS, 4 UN.",PC,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,"BOISSONS AUX FRUITS ALLEN'S, 8X200 ML, BREUVAGE RAFRAÎCHISSANT SUR GLACE DEL MONTE OU JUS SUNRYPE, 1,36 L","BOISSONS AUX FRUITS ALLEN'S, 8X200 ML, BREUVAGE RAFRAÎCHISSANT SUR GLACE DEL MONTE OU JUS SUNRYPE, 1,36 L",ALLEN'S | DEL MONTE | SUNRYPE,,2.99,,,2.99,unknown,flipp,
2026-05-14,maxi-joliette,LAIT GLACÉ SANS NOM®,lait,,,4,,,4,unknown,flipp,
2026-05-14,maxi-joliette,"FROMAGE PANEER NANAK, 341 G","FROMAGE PANEER NANAK, 341 G",NANAK,,4.5,,,4.5,unknown,flipp,
2026-05-14,maxi-joliette,"FILETS DE POISSON POÊLÉE SÉLECTE OU EN PÂTE HIGH LINER, 425-540 G","FILETS DE POISSON POÊLÉE SÉLECTE OU EN PÂTE HIGH LINER, 425-540 G",HIGH LINER®,,10,,,10,unknown,flipp,
2026-05-14,maxi-joliette,RÔTI DE LONGE DE PORC SAVEURS DU MONDE PCMD,cotes de porc,PC,,13.88,,,13.88,unknown,flipp,
2026-05-14,maxi-joliette,"BARRES VAL NATURE OU FIBRE 1, COLLATIONS AUX FRUITS BETTY CROCKER OU MOTT'S, 637-980 g","BARRES VAL NATURE OU FIBRE 1, COLLATIONS AUX FRUITS BETTY CROCKER OU MOTT'S, 637-980 g",FIBRE 1 | BETTY CROCKER,,12,,,12,unknown,flipp,
2026-05-14,maxi-joliette,"DÉTERGENT À VAISSELLE LIQUIDE DAWN, 431/502 mL","DÉTERGENT À VAISSELLE LIQUIDE DAWN, 431/502 mL",Dawn,,2.48,,,2.48,unknown,flipp,
2026-05-14,maxi-joliette,"NOURRITURE HUMIDE POUR CHATS PETITES, 79,4 G, BOUILLONS, 40 G OU LIL SOUPS FRISKIES, 34 G FANCY FEAST","NOURRITURE HUMIDE POUR CHATS PETITES, 79,4 G, BOUILLONS, 40 G OU LIL SOUPS FRISKIES, 34 G FANCY FEAST",Friskies,,1,,,1,unknown,flipp,
2026-05-14,maxi-joliette,LITIÈRE AGGLOMÉRANTE SANS NOM®,LITIÈRE AGGLOMÉRANTE SANS NOM®,sans nom®,,10.99,,,10.99,unknown,flipp,
2026-05-14,maxi-joliette,"ASSOUPLISSANT TEXTILE 3,5 L OU EN FEUILLES 200 UN. FLEECY OU DÉTACHANT OXI CLEAN 1,28 -1,36 KG","ASSOUPLISSANT TEXTILE 3,5 L OU EN FEUILLES 200 UN. FLEECY OU DÉTACHANT OXI CLEAN 1,28 -1,36 KG",FLEECY | OXI CLEAN,,9.79,,,9.79,unknown,flipp,
2026-05-14,maxi-joliette,"FROMAGE NON AFFINÉ À PÂTE DURE COTIJA OU À PÂTE FERME OAXACA PC, 190/290 G","FROMAGE NON AFFINÉ À PÂTE DURE COTIJA OU À PÂTE FERME OAXACA PC, 190/290 G",PC,,9,,,9,unknown,flipp,
2026-05-14,maxi-joliette,"BOISSON AUX FRUITS SANPELLEGRINO NATURALI, LIGHT, OU CIAO, 6x330 ml","BOISSON AUX FRUITS SANPELLEGRINO NATURALI, LIGHT, OU CIAO, 6x330 ml",,,5.99,,,5.99,unknown,flipp,
2026-05-14,maxi-joliette,"FRIANDISES GLACÉES YUKON CHAPMAN'S, 5-8 UN.","FRIANDISES GLACÉES YUKON CHAPMAN'S, 5-8 UN.",Chapman's,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,"THÉ GLACÉ FUZE, 12X341 ML","THÉ GLACÉ FUZE, 12X341 ML",Fuze,,7.99,,,7.99,unknown,flipp,
2026-05-14,maxi-joliette,"CAPOCOLLO, PROSCIUTTO COTTO OU JAMBON AU ROMARIN MASTRO 125 G, VIANDE FUMÉE MONTRÉAL OU PASTRAMI DE BŒUF LEVITTS 150 G, MORTADELLE SAN DANIELE 175 G OU VIANDE TRANCHÉE LEVITTS 150 G","CAPOCOLLO, PROSCIUTTO COTTO OU JAMBON AU ROMARIN MASTRO 125 G, VIANDE FUMÉE MONTRÉAL OU PASTRAMI DE BŒUF LEVITTS 150 G, MORTADELLE SAN DANIELE 175 G OU VIANDE TRANCHÉE LEVITTS 150 G",,,3.5,,,3.5,unknown,flipp,
2026-05-14,maxi-joliette,FÈVES CLARK,FÈVES CLARK,Clark,,1.5,,,1.5,unknown,flipp,
2026-05-14,maxi-joliette,"BOISSON AU VIN NICOLAS LALOUX, 1 L","BOISSON AU VIN NICOLAS LALOUX, 1 L",,,8,,,8,unknown,flipp,
2026-05-14,maxi-joliette,"CRÈME GLACÉE CHAGNON, 1,5 L","CRÈME GLACÉE CHAGNON, 1,5 L",,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,HUMMUS EN BOUTEILLE À PRESSER PC,HUMMUS EN BOUTEILLE À PRESSER PC,PC,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,SAUCE SRIRACHA HUY FONG,SAUCE SRIRACHA HUY FONG,Huy Fong,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,"COCKTAIL DE TOMATE ET DE PALOURDES CLAMATO MOTT'S, 6X213 ML/2,54 L","COCKTAIL DE TOMATE ET DE PALOURDES CLAMATO MOTT'S, 6X213 ML/2,54 L",Mott's,,4.99,,,4.99,unknown,flipp,
2026-05-01,maxi-joliette,"TARTINADE MIRACLE WHIP KRAFT, 650/890 mL","TARTINADE MIRACLE WHIP KRAFT, 650/890 mL",Kraft,,3,,,3,unknown,flipp,
2026-05-14,maxi-joliette,"CERISES AU MARASQUIN SANS NOM® |MARASCHINO CHERRIES, 375 ML","CERISES AU MARASQUIN SANS NOM® |MARASCHINO CHERRIES, 375 ML",,,4,,,4,unknown,flipp,
2026-05-14,maxi-joliette,"CAPSULES POUR LAVE-VAISSELLE CASCADE, 30, 39 OU 45 UN.","CAPSULES POUR LAVE-VAISSELLE CASCADE, 30, 39 OU 45 UN.",Cascade,,14.99,,,14.99,unknown,flipp,
2026-05-14,maxi-joliette,"CREVETTES À LA NOIX DE COCO, 454 G OU TEMPURA, 340 G OU CREVETTES BANG BANG 400 G PC","CREVETTES À LA NOIX DE COCO, 454 G OU TEMPURA, 340 G OU CREVETTES BANG BANG 400 G PC",PC,,12,,,12,unknown,flipp,
2026-05-14,maxi-joliette,"SMOOTHIE FONDANT OU FRUIT BITES BIOLOGIQUE POUR TOUT-PETITS AMARA, 23 G","SMOOTHIE FONDANT OU FRUIT BITES BIOLOGIQUE POUR TOUT-PETITS AMARA, 23 G",AMARA,,4.5,,,4.5,unknown,flipp,
2026-05-14,maxi-joliette,"SAUCE POUR PÂTES CLASSICO, 410/600 ML",pates,Classico,,3,,,3,unknown,flipp,
2026-05-14,maxi-joliette,"MÉDAILLON DE FILET MIGNON DE BŒUF HOUSTON, 170 g","MÉDAILLON DE FILET MIGNON DE BŒUF HOUSTON, 170 g",HOUSTON,,9.88,,,9.88,unknown,flipp,
2026-05-14,maxi-joliette,"BIÈRE CORONA, HEINEKEN OU HEINEKEN SILVER BOUTEILLES 24X330 ML, OU MOLSON DRY, EXPORT OU ULTRA, SLEEMAN DRAUGHT OU CLEAR, LABATTS BLEUE OU ALEXANDER KEITH'S CANETTES, 24X355 ML, CONSIGNE","BIÈRE CORONA, HEINEKEN OU HEINEKEN SILVER BOUTEILLES 24X330 ML, OU MOLSON DRY, EXPORT OU ULTRA, SLEEMAN DRAUGHT OU CLEAR, LABATTS BLEUE OU ALEXANDER KEITH'S CANETTES, 24X355 ML, CONSIGNE",CORONA | HEINEKEN | MOLSON | SLEEMAN | ALEXANDER KEITH'S,,30.66,,,30.66,unknown,flipp,
2026-05-14,maxi-joliette,"TILAPIA 1,36 KG OU POMPANO 800 G SEAQUEST®","TILAPIA 1,36 KG OU POMPANO 800 G SEAQUEST®",SEAQUEST®,,9,,,9,unknown,flipp,
2026-05-14,maxi-joliette,BOLS OU CORNETS GAUFRÉS PC,BOLS OU CORNETS GAUFRÉS PC,PC,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,"PIZZA RED BARON CROÛTE CLASSIQUE, 584-665 G","PIZZA RED BARON CROÛTE CLASSIQUE, 584-665 G",Red Baron,,4.5,,,4.5,unknown,flipp,
2026-05-14,maxi-joliette,CHARCUTERIES TRANCHÉES OLYMEL,CHARCUTERIES TRANCHÉES OLYMEL,Olymel,,8,,,8,unknown,flipp,
2026-05-14,maxi-joliette,RIZ BASMATI 817 ELEPHANT BRAND,RIZ BASMATI 817 ELEPHANT BRAND,Elephant Brand,,11.99,,,11.99,unknown,flipp,
2026-05-14,maxi-joliette,"CRÈME GLACÉE FESTIN 2 L OU FRUITS SURGELÉS PC, 300-600 G","CRÈME GLACÉE FESTIN 2 L OU FRUITS SURGELÉS PC, 300-600 G",FESTIN | PC,,4.48,,,4.48,unknown,flipp,
2026-05-14,maxi-joliette,CROUSTILLES LAY'S,CROUSTILLES LAY'S,Lay's,,2.98,,,2.98,unknown,flipp,
2026-05-14,maxi-joliette,FROMAGE GOUDA BERGERON,FROMAGE GOUDA BERGERON,,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,"BACON PC, 375 G","BACON PC, 375 G",PC,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,"BIÈRE LEFFE OU PERONI BOUTEILLES, 6X330 ML OU HOEGAARDEN CANETTES, 4X500 ML","BIÈRE LEFFE OU PERONI BOUTEILLES, 6X330 ML OU HOEGAARDEN CANETTES, 4X500 ML",LEFFE | PERONI | HOEGAARDEN,,13.99,,,13.99,unknown,flipp,
2026-05-14,maxi-joliette,DENTIFRICE 50-100 ML CREST OU COLGATE OU BROSSE À DENTS MANUELLE 1 UN. COLGATE OU ORAL B,DENTIFRICE 50-100 ML CREST OU COLGATE OU BROSSE À DENTS MANUELLE 1 UN. COLGATE OU ORAL B,CREST | COLGATE | ORAL B,,0.88,,,0.88,unknown,flipp,
2026-05-14,maxi-joliette,SOUPE COMMENSAL 600 ML OU OU PESTO LE GRAND 170 G,SOUPE COMMENSAL 600 ML OU OU PESTO LE GRAND 170 G,COMMENSAL | LE GRAND,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,"COLLATIONS AUX FRUITS MOTT'S OU BETTY CROCKER, 128-226 G","COLLATIONS AUX FRUITS MOTT'S OU BETTY CROCKER, 128-226 G",MOTT'S | BETTY CROCKER,,2.48,,,2.48,unknown,flipp,
2026-05-14,maxi-joliette,PAINS À BURGER OU À SAUCISSE AUX PIMENTS JALAPEÑO GIGANTICOMD PC,pain,PC,,4,,,4,unknown,flipp,
2026-05-14,maxi-joliette,"CORNETS OU GOBELETS À LA CRÈME GLACÉE SANS NOM®, 18 UN.","CORNETS OU GOBELETS À LA CRÈME GLACÉE SANS NOM®, 18 UN.",sans nom®,,2,,,2,unknown,flipp,
2026-05-14,maxi-joliette,"GAUFRES, 16 UN. OU AVEC PROTÉINES 8 UN. EGGO KELLOGG'S","GAUFRES, 16 UN. OU AVEC PROTÉINES 8 UN. EGGO KELLOGG'S",Kellogg's,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,YOGOURT GREC OÎKOS,yogourt,,,3.5,,,3.5,unknown,flipp,
2026-05-14,maxi-joliette,"TOFU UNISOYA │ TOFU, 454 G","TOFU UNISOYA │ TOFU, 454 G",Unisoya,,3,,,3,unknown,flipp,
2026-05-14,maxi-joliette,"REPAS CUISINÉS PC, 300-365 g","REPAS CUISINÉS PC, 300-365 g",PC,,4,,,4,unknown,flipp,
2026-05-14,maxi-joliette,FILET DE BAR COMMUN EUROPÉEN DÉCONGELÉ,FILET DE BAR COMMUN EUROPÉEN DÉCONGELÉ,,,9,,,9,unknown,flipp,
2026-05-14,maxi-joliette,POUDING CHÔMEUR 500 G OU TARTE AU SUCRE À LA CRÈME 600 G MASSIBEC,POUDING CHÔMEUR 500 G OU TARTE AU SUCRE À LA CRÈME 600 G MASSIBEC,,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,"BISCUITS MAXI FRUITS, METEO OU NORMANDIE DARE","BISCUITS MAXI FRUITS, METEO OU NORMANDIE DARE",Dare,,2.28,,,2.28,unknown,flipp,
2026-05-14,maxi-joliette,TOMATES AYLMER,TOMATES AYLMER,Aylmer,,1.99,,,1.99,unknown,flipp,
2026-05-14,maxi-joliette,"SIROP POUR DESSERT PC, 428 mL","SIROP POUR DESSERT PC, 428 mL",PC,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,"CREVETTES CRUES, 71/90 PAR LB OU CUITES, 61/90 PAR LB GO OU SAUMON FUMÉ DOM PRÉTRANCHÉ, 50 G OU GRATIN PÊCHE DU JOUR, 150 G OU SURIMI SEAQUEST, 227 G",saumon,DOM │ SEAQUEST,,3.88,,,3.88,unknown,flipp,
2026-05-14,maxi-joliette,"BARRES MAGNUM, 3/4 un.","BARRES MAGNUM, 3/4 un.",Magnum,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,FROMAGE TRANCHÉ 140-170 G OU BARRES 250 G PC,FROMAGE TRANCHÉ 140-170 G OU BARRES 250 G PC,PC,,6,,,6,unknown,flipp,
2026-05-14,maxi-joliette,"SALADE FONTAINE SANTÉ │ SALADS, 340-400 g","SALADE FONTAINE SANTÉ │ SALADS, 340-400 g",Fontaine Santé,,5,,,5,unknown,flipp,
2026-05-14,maxi-joliette,BRIE OU CAMEMBERT 165-200 G OU FETA ÉMIETTÉ 175 G PC,BRIE OU CAMEMBERT 165-200 G OU FETA ÉMIETTÉ 175 G PC,,,6,,,6,unknown,flipp,
